Wall time,Step,Value
1683807810.795971,2005560,680.526611328125
1683807819.1456437,2006920,679.9107055664062
1683807845.1805441,2011040,665.00537109375
1683807849.7702703,2011720,666.5795288085938
1683807863.9832644,2014000,675.7770385742188
1683807867.8519194,2014640,672.6248779296875
1683807877.812285,2016260,670.7721557617188
1683807886.8117259,2017730,664.86279296875
1683807891.233902,2018460,665.5226440429688
1683807896.3911104,2019290,656.2564697265625
1683807901.5413399,2020120,644.3628540039062
1683807925.2090507,2023980,627.3483276367188
1683807975.4846127,2032210,619.5625610351562
1683807982.3642163,2033330,628.80615234375
1683807992.73648,2035030,624.0555419921875
1683808011.5517328,2038120,617.0968627929688
1683808020.0689676,2039510,609.2753295898438
1683808029.729136,2041100,620.766357421875
1683808042.4740558,2043180,623.4266967773438
1683808045.837063,2043730,630.9773559570312
1683808059.294613,2045920,638.2203369140625
1683808071.77125,2047970,635.5804443359375
1683808075.8812606,2048650,631.7864990234375
1683808096.9539106,2052110,647.8291625976562
1683808105.1320422,2053450,651.9243774414062
1683808111.671555,2054520,666.3386840820312
1683808116.6961195,2055340,672.984375
1683808126.0371413,2056860,678.2720947265625
1683808141.8364012,2059440,673.7695922851562
1683808149.539802,2060700,668.2271728515625
1683808161.5905778,2062670,673.778564453125
1683808174.9219294,2064860,689.3942260742188
1683808180.2900813,2065740,686.605224609375
1683808186.8894331,2066820,682.93994140625
1683808193.3242278,2067880,677.7943725585938
1683808210.6947768,2070730,684.7464599609375
1683808216.400521,2071670,685.6879272460938
1683808222.0982845,2072600,682.6416625976562
1683808228.7694457,2073690,682.9591674804688
1683808243.063223,2076030,692.0028686523438
1683808262.492269,2079210,691.9373168945312
1683808295.6575944,2084610,673.2212524414062
1683808299.310825,2085210,684.9818725585938
1683808306.69109,2086400,685.279541015625
1683808315.279127,2087810,684.8689575195312
1683808322.8059988,2089040,689.13037109375
1683808329.9718373,2090220,687.877197265625
1683808361.1539612,2095320,689.828125
1683808411.0669985,2103480,693.1044311523438
1683808428.9681304,2106410,684.7900390625
1683808432.838781,2107050,681.082763671875
1683808475.7709782,2114070,674.88720703125
1683808495.1142538,2117250,680.9854125976562
1683808511.0566232,2119870,683.4207763671875
1683808513.717508,2120310,692.8103637695312
1683808523.751676,2121950,682.7967529296875
1683808547.0613458,2125740,671.8260498046875
1683808553.634768,2126820,684.0394897460938
1683808562.4252617,2128260,687.3656005859375
1683808582.6332264,2131590,701.857177734375
1683808585.9713001,2132130,701.8047485351562
1683808609.9362166,2136060,722.3395385742188
1683808633.3825214,2139900,721.8783569335938
1683808650.0240204,2142640,734.3748168945312
1683808662.5575054,2144700,731.994140625
1683808667.2399848,2145470,729.8582153320312
1683808675.4735305,2146830,731.9765014648438
1683808683.4372356,2148130,727.6522827148438
1683808711.2099805,2152670,762.5043334960938
1683808723.9529061,2154760,759.91650390625
1683808742.8678362,2157850,752.6266479492188
1683808744.708913,2158150,746.4511108398438
1683808756.3198645,2160040,741.630859375
1683808766.7021039,2161740,742.8016967773438
1683808774.1561697,2162960,734.2967529296875
1683808778.0876572,2163600,736.1654663085938
1683808794.613467,2166300,712.069091796875
1683808808.6638966,2168600,706.6121826171875
1683808813.3114674,2169370,696.8447265625
1683808826.2847767,2171490,691.4483032226562
1683808829.5959222,2172030,688.9315185546875
1683808844.173447,2174430,648.4058837890625
1683808874.1552858,2179340,650.5757446289062
1683808885.248622,2181160,649.5092163085938
1683808886.3337207,2181340,642.4829711914062
1683808901.982874,2183900,647.1563720703125
1683808904.114175,2184250,648.27734375
1683808920.7058086,2186960,660.4608154296875
1683808935.6987166,2189410,669.8072509765625
1683808941.7644968,2190400,680.9489135742188
1683808949.5995467,2191680,685.8748168945312
1683808954.405694,2192460,684.6050415039062
1683808964.3750362,2194100,687.6552124023438
1683808972.7850537,2195480,687.509033203125
1683809586.3455012,2202450,705.9453735351562
1683809607.4111726,2205890,690.7185668945312
1683809626.6347675,2209030,671.5153198242188
1683809636.290946,2210610,662.7467651367188
1683809641.323995,2211440,658.2306518554688
1683809662.8678923,2214980,645.4087524414062
1683809676.1533666,2217170,625.5375366210938
1683809690.229727,2219490,594.6685791015625
1683809693.9727168,2220100,575.8035278320312
1683809709.0115027,2222570,584.01708984375
1683809712.4852142,2223140,586.7147827148438
1683809723.6907573,2224970,569.0537719726562
1683809729.5032148,2225930,574.1005859375
1683809733.4366968,2226570,571.4669189453125
1683809744.1520436,2228330,586.5110473632812
1683809747.6197715,2228900,570.4696044921875
1683809753.554901,2229870,559.5167236328125
1683809758.46876,2230680,562.7636108398438
1683809764.9733663,2231740,548.8318481445312
1683809771.4301023,2232800,547.1066284179688
1683809786.5746038,2235260,545.54638671875
1683809806.0704718,2238440,569.987548828125
1683809832.5302255,2242800,587.3645629882812
1683809840.1658068,2244050,574.5947875976562
1683809850.0623446,2245680,569.55908203125
1683809858.793502,2247090,579.9402465820312
1683809881.5512104,2250840,578.120361328125
1683809899.6139102,2253810,582.30615234375
1683809901.550731,2254130,579.310546875
1683809913.5775714,2256100,580.326904296875
1683809919.4179537,2257050,590.4384765625
1683809934.9544091,2259590,600.638671875
1683809957.292677,2263270,615.0702514648438
1683809966.7773135,2264830,620.8057861328125
1683809981.2276862,2267190,605.97900390625
1683809994.3346379,2269350,636.2559814453125
1683810026.4018893,2274600,663.0050048828125
1683810045.816974,2277770,681.7092895507812
1683810069.111173,2281580,707.0642700195312
1683810094.815944,2285790,684.742919921875
1683810113.1020467,2288780,694.0938110351562
1683810114.6279664,2289030,689.0855712890625
1683810133.6052217,2292140,700.6266479492188
1683810145.0845249,2294030,693.454345703125
1683810152.162598,2295180,695.17724609375
1683810158.5525112,2296220,684.1463623046875
1683810174.51383,2298830,693.4556884765625
1683810177.75217,2299360,698.9678955078125
1683810189.8223994,2301320,697.9034423828125
1683810217.347305,2305820,693.8562622070312
1683810223.735222,2306860,707.0197143554688
1683810239.6830833,2309470,715.6517944335938
1683810260.7966259,2312920,726.1673583984375
