Wall time,Step,Value
1683809578.7797322,2201210,0.2895453870296478
1683811433.5020945,2401430,0.26697859168052673
1683813350.0304854,2602580,0.27118635177612305
1683815177.7157784,2802410,0.27120059728622437
1683817149.1205163,3000940,0.2711985409259796
1683819069.5393841,3201050,0.2685461938381195
1683821032.8414576,3402500,0.26854655146598816
1683822991.0659323,3601240,0.24393388628959656
