x1,x2,x3,x4,output
0.25,0.0,0.0,0.0,[0.23035288]
0.24889704585075378,-0.02755703590810299,0.001031706458888948,0.025790991261601448,[-4.1850114]
0.24695351719856262,-0.007210814859718084,-0.013210457749664783,-0.39474475383758545,[4.938776]
0.24347761273384094,-0.07601337134838104,-0.03265440836548805,0.10601077973842621,[-3.4501047]
0.23661860823631287,-0.05731406435370445,-0.035927947610616684,-0.2408687174320221,[4.982256]
0.2283087521791458,-0.12161426246166229,-0.03982815518975258,0.26378133893013,[-4.747981]
0.2175550013780594,-0.08618810772895813,-0.03258262574672699,-0.21455742418766022,[4.9512815]
0.20644940435886383,-0.14814284443855286,-0.033984724432229996,0.28676190972328186,[-4.9369807]
0.19313280284404755,-0.11041434109210968,-0.025206157937645912,-0.2107076644897461,[4.8115053]
0.17961448431015015,-0.17207354307174683,-0.02678331546485424,0.2766060531139374,[-3.7105405]
0.16331836581230164,-0.1489514708518982,-0.01405597198754549,-0.09675978124141693,[4.75278]
0.14585575461387634,-0.21280068159103394,-0.004464113153517246,0.3849024772644043,[-2.1996593]
0.12476745247840881,-0.20757682621479034,0.02520832046866417,0.1644141972064972,[-1.4822559]
0.10388383269309998,-0.2103065550327301,0.03573330491781235,0.016461452469229698,[3.5616417]
0.08068616688251495,-0.2640096843242645,0.051842570304870605,0.37799176573753357,[-4.965127]
0.055600546300411224,-0.23064585030078888,0.06964993476867676,-0.12185060232877731,[0.03778219]
0.03191123157739639,-0.24578915536403656,0.057678334414958954,-0.11656125634908676,[0.24579525]
0.006740239914506674,-0.2600865960121155,0.04706450551748276,-0.09055402874946594,[-2.4462557]
-0.01861388050019741,-0.24319790303707123,0.02815869078040123,-0.33686700463294983,[0.8372879]
-0.04341348633170128,-0.2547028958797455,-0.002130888868123293,-0.25198790431022644,[-3.9950597]
-0.06719942390918732,-0.21213582158088684,-0.0434783436357975,-0.6557497978210449,[1.3660865]
-0.08868414163589478,-0.2184920608997345,-0.10356190800666809,-0.5185070633888245,[2.8819351]
-0.11119883507490158,-0.2346051037311554,-0.14381875097751617,-0.2287142276763916,[3.0770416]
-0.13518492877483368,-0.24723128974437714,-0.15433001518249512,0.08023831248283386,[-2.632668]
-0.15796484053134918,-0.19818520545959473,-0.1570288985967636,-0.18787559866905212,[4.836714]
-0.1786748766899109,-0.2200547456741333,-0.15638159215450287,0.29795458912849426,[-4.459714]
-0.197759747505188,-0.1465839296579361,-0.14471371471881866,-0.15528343617916107,[4.967964]
-0.2132090926170349,-0.16606169939041138,-0.1402919590473175,0.3434397578239441,[-3.099227]
-0.2273780256509781,-0.10477229207754135,-0.11858642846345901,0.027439218014478683,[4.9304256]
-0.2386699616909027,-0.1249832883477211,-0.09603989124298096,0.5224898457527161,[-1.4537134]
-0.24949286878108978,-0.08281683921813965,-0.04977267608046532,0.37291449308395386,[4.2828817]
-0.2584919035434723,-0.1005815640091896,0.00472197076305747,0.8029780983924866,[-2.5123358]
-0.26660382747650146,-0.05171671509742737,0.07477587461471558,0.5468620657920837,[-3.3453286]
-0.2695777416229248,0.0032334760762751102,0.11586179584264755,0.20685884356498718,[2.8552694]
-0.26963382959365845,-0.006177783012390137,0.14800642430782318,0.49331939220428467,[4.4451284]
-0.27129608392715454,-0.03189526125788689,0.21522200107574463,0.9403660893440247,[-4.5242996]
-0.27194756269454956,0.031147850677371025,0.29091450572013855,0.4818277657032013,[-4.999886]
-0.266175240278244,0.09721629321575165,0.318843811750412,-0.024460362270474434,[-4.966996]
-0.25380614399909973,0.16335971653461456,0.2962782680988312,-0.5274511575698853,[-4.646143]
-0.23485222458839417,0.2289033979177475,0.22469735145568848,-0.9983788132667542,[1.3152623]
-0.21159859001636505,0.23720808327198029,0.13008497655391693,-0.8676679134368896,[4.5924816]
-0.18885621428489685,0.2120140790939331,0.061785317957401276,-0.40591302514076233,[4.655097]
-0.16865931451320648,0.18645042181015015,0.039914701133966446,0.062149886041879654,[0.3791976]
-0.14926356077194214,0.20483076572418213,0.04757147282361984,0.09823328256607056,[-3.9289474]
-0.1262819468975067,0.2668479084968567,0.04142945259809494,-0.30085593461990356,[0.16837788]
-0.09879111498594284,0.2864415645599365,0.011936819180846214,-0.2859765589237213,[4.1232777]
-0.07103245705366135,0.2637358605861664,-7.917945185909048e-05,0.12862174212932587,[0.32694817]
-0.04414110630750656,0.2761399447917938,0.014039010740816593,0.16007617115974426,[-0.81673765]
-0.015714289620518684,0.29588937759399414,0.026698406785726547,0.07642785459756851,[0.60809326]
0.013906206004321575,0.2960812747478485,0.03677041083574295,0.13721799850463867,[-0.16460133]
0.043625786900520325,0.29826754331588745,0.049822669476270676,0.12053941935300827,[1.3021383]
0.07272742688655853,0.2795566916465759,0.0671575739979744,0.2526213824748993,[-0.04859543]
0.1002633348107338,0.2685070037841797,0.09226719290018082,0.24886344373226166,[0.89969635]
0.1260911077260971,0.24242785573005676,0.12085412442684174,0.3414270579814911,[-2.4821386]
0.1504770964384079,0.2454700469970703,0.14505407214164734,0.09291157871484756,[0.7986164]
0.17369410395622253,0.2117542326450348,0.157671257853508,0.17610716819763184,[-2.8037386]
0.19486594200134277,0.2112169861793518,0.1640673726797104,-0.10421369969844818,[1.7008305]
0.21412205696105957,0.16417214274406433,0.16063342988491058,0.07051277160644531,[-3.0395029]
0.23054634034633636,0.16402915120124817,0.15552599728107452,-0.2334233969449997,[2.596013]
0.24473325908184052,0.10829783976078033,0.14278677105903625,0.0316898375749588,[-3.6514628]
0.2559012174606323,0.11655972898006439,0.1313164234161377,-0.33427441120147705,[3.8412952]
0.26497864723205566,0.05184164270758629,0.11350999027490616,0.05627945065498352,[-3.9904287]
0.27081480622291565,0.06805123388767242,0.10311143845319748,-0.3443741202354431,[4.079262]
0.2751210927963257,0.005432662554085255,0.08523977547883987,0.06978694349527359,[-4.108943]
0.2765332758426666,0.027147915214300156,0.07569612562656403,-0.34327107667922974,[4.1600122]
0.27683889865875244,-0.03313415125012398,0.058249395340681076,0.07874537259340286,[-3.8799639]
0.27437853813171387,-0.011745410971343517,0.05051892250776291,-0.31138625741004944,[3.5322657]
0.271056592464447,-0.06539296358823776,0.03372387960553169,0.04720047488808632,[-4.136695]
0.2654246389865875,-0.04258359223604202,0.021806465461850166,-0.3687487542629242,[4.8915052]
0.2583598792552948,-0.11262445151805878,0.00477821147069335,0.1274052858352661,[-4.617748]
0.24805305898189545,-0.08852022886276245,-0.001047811470925808,-0.3367798626422882,[4.9979744]
0.2361871600151062,-0.16364017128944397,-0.01443252433091402,0.1705290526151657,[-2.4736416]
0.21975652873516083,-0.1649724394083023,-0.007267524488270283,-0.07670189440250397,[4.8908863]
0.20017176866531372,-0.24178114533424377,0.004934573546051979,0.4200674295425415,[-1.6386008]
0.17554034292697906,-0.2526159882545471,0.040432240813970566,0.2572905719280243,[-2.3749425]
0.15016506612300873,-0.25495633482933044,0.05667288601398468,0.020030086860060692,[3.8074827]
0.1221444383263588,-0.31750279664993286,0.07415790110826492,0.40702149271965027,[-4.96249]
0.09154338389635086,-0.2882017195224762,0.09489554911851883,-0.09214655309915543,[-3.6546233]
0.06352103501558304,-0.26764485239982605,0.07098295539617538,-0.45965656638145447,[4.805067]
0.03435083106160164,-0.3272651731967926,0.04447765648365021,0.02680238150060177,[1.5197754]
0.0007739667780697346,-0.34784582257270813,0.05332194268703461,0.18083573877811432,[-4.9362698]
-0.03199440985918045,-0.2967678904533386,0.05145913362503052,-0.31789085268974304,[-4.731289]
-0.059480924159288406,-0.24142341315746307,0.0005260847392491996,-0.7965503931045532,[-2.0058875]
-0.0823209136724472,-0.20856733620166779,-0.0872827023267746,-1.0004220008850098,[3.4355087]
