x1,x2,x3,x4,output
1.0,0.0,1.0,0.0,[-5.]
0.199416184425354,-0.01449597030878067,0.31199397231278453,-0.0992120087146759,[-3.9942713]
0.19737628698349,-0.028973489999771118,0.29117136274534516,-0.17826443910598755,[-1.4592363]
0.19382505416870116,-0.04515255093574524,0.2610066860496301,-0.20641660690307617,[-0.02543105]
0.1886122703552246,-0.06252583861351013,0.22819946608228017,-0.20568928718566895,[0.66856223]
0.18163778781890869,-0.08052574396133423,0.19640235520218438,-0.1909150004386902,[0.9482434]
0.17286171913146972,-0.09852961897850036,0.16731977019847627,-0.17044451236724853,[1.0078692]
0.1623059630393982,-0.11596100330352783,0.1415736092814594,-0.1487517237663269,[0.95740324]
0.15004650354385377,-0.1323504090309143,0.11921397947779484,-0.12810492515563965,[0.8585941]
0.13620195388793946,-0.14734431505203247,0.10000935634736689,-0.10952478647232056,[0.7452537]
0.12092238664627075,-0.16068731546401976,0.08360961680422162,-0.09334256649017333,[0.6349024]
0.10438046455383301,-0.17219794988632203,0.0696349643850109,-0.0795279324054718,[0.5357149]
0.08676481246948242,-0.18174823522567748,0.05772139743884231,-0.06787843704223633,[0.45069402]
0.06827525496482849,-0.18924925327301026,0.04754137519270527,-0.058125144243240355,[0.38012487]
0.04911929070949554,-0.19464211463928222,0.0388108518976788,-0.04998856782913208,[0.32297838]
0.029509299993515016,-0.19789276123046876,0.031289193823160345,-0.043206030130386354,[0.27768093]
0.009660178422927856,-0.19898914098739623,0.024775776020248094,-0.03754324913024902,[0.24251904]
-0.01021280512213707,-0.19793977737426757,0.01910525099278465,-0.03279756307601929,[0.21583883]
-0.029896029829978944,-0.1947730302810669,0.014142571908477439,-0.02879701554775238,[0.19613399]
-0.04917949438095093,-0.18953661918640136,0.009778286171673737,-0.025397586822509765,[0.18207407]
-0.06785873174667359,-0.18229721784591674,0.0059242991645395175,-0.02247980535030365,[0.17250462]
-0.08573668599128723,-0.17314002513885499,0.0025101884943706104,-0.019945338368415833,[0.16643421]
-0.10262554883956909,-0.16216806173324586,-0.0005199624171841393,-0.017713837325572968,[0.16301669]
-0.11834850311279296,-0.14950144290924072,-0.0032102470139458075,-0.015720143914222717,[0.16153242]
-0.13274139165878296,-0.13527634143829345,-0.005595200254624531,-0.01391187757253647,[0.1613712]
-0.14565428495407104,-0.1196438193321228,-0.007701701149561952,-0.01224737912416458,[0.16201748]
-0.15695291757583618,-0.10276850461959838,-0.00955056754616584,-0.010693961381912231,[0.16303675]
-0.1665199875831604,-0.08482704162597657,-0.011157890706074572,-0.009226446598768234,[0.1640649]
-0.1742562770843506,-0.06600646376609802,-0.01253615054698256,-0.007825926691293717,[0.1647991]
-0.1800816297531128,-0.04650240838527679,-0.01369514945756583,-0.006478717923164368,[0.16499037]
-0.1839357376098633,-0.026517233252525328,-0.014642784844052207,-0.0051754690706729885,[0.1644368]
-0.18577874898910524,-0.0062580503523349765,-0.015385690053354377,-0.00391041487455368,[0.16297865]
-0.18559163808822632,0.014065304398536682,-0.015929767981598782,-0.0026807310059666634,[0.1604938]
