x1,x2,x3,x4,output
1.0,0.0,1.0,0.0,[-3.757952]
0.1993616223335266,-0.015898934006690978,0.31358007504729535,-0.07429607510566712,[-1.3838501]
0.19705091714859008,-0.03382312953472137,0.30005764755575637,-0.10095885992050171,[-0.99935025]
0.19295601844787597,-0.05151487588882446,0.28278470627272034,-0.11987680196762085,[-0.6615284]
0.1871059536933899,-0.06883824467658997,0.26293458283385696,-0.1319827437400818,[-0.37446725]
0.17954241037368773,-0.08567395210266113,0.24152645529981828,-0.13829890489578248,[-0.1388008]
0.17031922340393066,-0.1018933892250061,0.2194154823274376,-0.13986798524856567,[0.04733734]
0.15950387716293335,-0.11734632253646851,0.1972928221424771,-0.1377023935317993,[0.18751147]
0.14717979431152345,-0.13186019659042358,0.17569263348352718,-0.13274871110916137,[0.2863691]
0.13344829082489013,-0.1452472448348999,0.15500414226954012,-0.12586389780044555,[0.34918648]
0.11842972040176392,-0.15731534957885743,0.13548678185249022,-0.11780040264129639,[0.3815395]
0.10226342678070069,-0.16787949800491334,0.11728739181315889,-0.109197998046875,[0.38905185]
0.08510662913322449,-0.1767716407775879,0.10045832744880907,-0.10058107376098632,[0.37720037]
0.06713242530822754,-0.1838479995727539,0.08497569258371955,-0.09236043095588684,[0.35116017]
0.04852715730667114,-0.18899375200271606,0.07075710754740092,-0.08483870029449463,[0.31568205]
0.029487410187721254,-0.1921253800392151,0.05767837673344508,-0.07821863889694214,[0.275001]
0.010216850042343139,-0.1931912899017334,0.045588728459110946,-0.07261359095573425,[0.23277467]
-0.009076952189207076,-0.19217122793197633,0.034324297474154754,-0.06805932521820068,[0.19205108]
-0.02818560302257538,-0.1890749454498291,0.02371966987780218,-0.06452658772468567,[0.15526095]
-0.04690281748771667,-0.18394038677215577,0.013617414552871352,-0.061933857202529904,[0.12423502]
-0.06502715945243835,-0.17683162689208984,0.0038756215720403987,-0.06015968918800354,[0.10023742]
-0.08236456513404847,-0.1678367257118225,-0.0056264910587596525,-0.05905439853668213,[0.08401414]
-0.09873065948486329,-0.15706539154052734,-0.01498476032066809,-0.058450734615325926,[0.07585013]
-0.11395281553268433,-0.14464672803878784,-0.02426788979402764,-0.058173394203186034,[0.07563163]
-0.12787201404571533,-0.13072680234909057,-0.03351669638101114,-0.05804730653762817,[0.08291201]
-0.14034442901611327,-0.11546632051467895,-0.0427445902568484,-0.057904613018035886,[0.09697732]
-0.15124284029006957,-0.09903823137283325,-0.051939073123995684,-0.05759034156799316,[0.11690883]
-0.16045769453048705,-0.08162539601325988,-0.061064096761833477,-0.05696685910224915,[0.14164478]
-0.1678980827331543,-0.06341833472251893,-0.07006300380255914,-0.0559171199798584,[0.1700352]
-0.17349236011505126,-0.044613036513328555,-0.07886195231214575,-0.05434681177139282,[0.20089237]
-0.17718863487243652,-0.025408935546875,-0.08737361073295563,-0.05218547582626343,[0.23303449]
-0.17895504236221313,-0.0060070004314184185,-0.09550094769009228,-0.049386754631996155,[0.2653225]
-0.17877982854843139,0.013392041623592376,-0.10314106448643467,-0.04592783749103546,[0.29669052]
-0.17667123079299926,0.03258935213088989,-0.11018885209975542,-0.0418082445859909,[0.32616776]
-0.1726572632789612,0.05138953924179077,-0.11654042525005337,-0.03704810440540314,[0.35289532]
-0.16678527593612671,0.0696021556854248,-0.12209627187567099,-0.031686022877693176,[0.3761352]
-0.15912144184112548,0.08704318404197693,-0.12676406109995308,-0.025776687264442443,[0.3952757]
-0.14975003004074097,0.10353651046752929,-0.1304610243110825,-0.019388309121131896,[0.40983093]
-0.13877253532409667,0.11891546249389648,-0.133115947300588,-0.012600021064281463,[0.4194375]
-0.12630672454833985,0.13302431106567383,-0.1346707355150291,-0.005499304458498955,[0.42384803]
-0.11248543262481689,0.14571982622146606,-0.1350815998527269,0.0018204569816589356,[0.42292428]
