Wall time,Step,Value
1683463750.2991607,630,29.9375
1683463750.4607284,890,30.125
1683463750.5834005,1080,30.535715103149414
1683463750.739982,1330,32.33333206176758
1683463750.9105258,1610,32.977272033691406
1683463750.98732,1740,32.89583206176758
1683463751.0510807,1840,32.69230651855469
1683463751.1198978,1950,32.625
1683463751.2015674,2080,32.36666488647461
1683463751.2984233,2240,32.25
1683463751.389182,2390,32.29411697387695
1683463751.4460325,2480,32.22222137451172
1683463751.5595524,2660,32.18421173095703
1683463751.6283703,2760,32.900001525878906
1683463751.7487059,2950,32.94047546386719
1683463751.873375,3150,32.9782600402832
1683463752.0698495,3410,32.7599983215332
1683463752.2014964,3620,33.06999969482422
1683463752.593749,4250,33.599998474121094
1683463752.700464,4420,33.529998779296875
1683463752.7214074,4450,33.06999969482422
1683463752.841088,4660,33.18000030517578
1683463752.870011,4700,32.689998626708984
1683463753.0545163,5000,32.59000015258789
1683463753.3078387,5410,33.11000061035156
1683463753.364646,5500,33.15999984741211
1683463753.5411725,5790,32.97999954223633
1683463753.59921,5890,33.060001373291016
1683463753.6799955,6020,32.33000183105469
1683463753.8076556,6220,32.27000045776367
1683463753.9542618,6460,32.7599983215332
1683463754.1098466,6700,32.95000076293945
1683463754.2295265,6900,32.93000030517578
1683463754.4429548,7250,33.369998931884766
1683463754.603526,7510,33.13999938964844
1683463754.6653624,7610,33.2400016784668
1683463754.7022617,7660,33.81999969482422
1683463754.8438826,7890,33.599998474121094
1683463755.0632806,8250,33.810001373291016
1683463755.1510458,8400,33.880001068115234
1683463755.3385444,8700,33.47999954223633
1683463755.4861505,8950,33.630001068115234
1683463755.5330243,9020,33.90999984741211
1683463755.5719202,9090,33.88999938964844
1683463755.6925974,9290,33.5
1683463755.759419,9390,33.720001220703125
1683463755.880096,9590,33.220001220703125
1683463755.9239795,9660,32.75
1683463756.0167315,9810,32.52000045776367
1683463756.1364105,9990,32.41999816894531
1683463758.094174,10230,32.47999954223633
1683463759.4415698,10480,31.790000915527344
1683463760.0319903,10590,31.709999084472656
1683463761.8391566,10920,31.549999237060547
1683463762.0087032,10950,31.75
1683463763.6363502,11250,31.25
1683463764.1150696,11340,31.479999542236328
1683463765.2979066,11560,31.299999237060547
1683463765.5741665,11610,31.469999313354492
1683463766.117713,11710,31.280000686645508
1683463767.2985542,11930,31.010000228881836
1683463768.6379716,12170,31.360000610351562
1683463769.1186867,12260,31.010000228881836
1683463769.8198106,12390,31.520000457763672
1683463770.4700708,12510,31.350000381469727
1683463776.1518738,13530,34.72999954223633
1683463780.676771,14330,38.63999938964844
