Wall time,Step,Value
1683530530.300474,1416,45.84000015258789
1683530531.8463397,3264,45.828125
1683530532.2951436,3780,45.532466888427734
1683530533.1149452,4764,45.599998474121094
1683530535.7289534,7860,46.33000183105469
1683530535.961332,8136,46.08000183105469
1683530536.3064077,8556,46.630001068115234
1683530536.4131236,8676,46.439998626708984
1683530536.912817,9252,47.060001373291016
1683530539.670751,10284,47.209999084472656
1683530540.576327,10464,47.060001373291016
1683530541.912753,10728,46.25
1683530550.5077627,12420,46.25
1683530555.7726808,13476,45.38999938964844
1683530556.6762636,13656,45.25
1683530557.1659546,13752,44.970001220703125
1683530559.0668693,14124,45.04999923706055
1683530563.017303,14892,44.529998779296875
1683530571.541503,16572,46.5
1683530579.2648442,18060,49.47999954223633
1683530589.3797896,20112,54.83000183105469
1683530593.7750337,21000,56.66999816894531
1683530594.5898547,21168,57.869998931884766
1683530603.369371,22944,60.959999084472656
1683530610.889257,24480,64.44999694824219
1683530622.4732754,26832,69.16999816894531
1683530627.5796149,27876,70.16999816894531
1683530637.8930295,29988,67.94999694824219
1683530641.195196,30660,66.05000305175781
1683530649.2456627,32292,58.7599983215332
1683530655.175801,33492,55.66999816894531
1683530657.8297026,34032,53.5099983215332
1683530669.2711096,36336,56.689998626708984
1683530670.7112565,36624,57.279998779296875
1683530682.7799757,39048,62.709999084472656
1683530683.418269,39180,63.209999084472656
1683530690.297867,40560,65.12999725341797
1683530693.7316835,41244,65.75
1683530695.0491598,41508,66.27999877929688
1683530701.058086,42708,67.5999984741211
1683530709.9473093,44496,67.52999877929688
1683530719.108805,46344,64.20999908447266
1683530720.7554002,46680,63.310001373291016
1683530721.5163653,46836,63.08000183105469
1683530725.9704516,47736,60.40999984741211
1683530737.9035332,50148,56.02000045776367
1683530744.0660503,51384,54.31999969482422
1683530749.5583594,52476,53.91999816894531
1683530752.348897,53028,53.029998779296875
1683530763.8860362,55368,50.099998474121094
1683530769.572827,56532,48.869998931884766
1683530773.7785773,57396,48.7599983215332
1683530776.705747,57984,48.54999923706055
1683530781.2416146,58908,48.66999816894531
1683530784.984604,59664,48.849998474121094
1683530787.108921,60096,49.47999954223633
1683530806.047265,63960,51.45000076293945
1683530811.9813929,65172,52.2599983215332
1683530812.575803,65292,52.56999969482422
1683530817.6971047,66336,51.59000015258789
1683530821.5577784,67116,51.5099983215332
1683530823.3011153,67476,51.36000061035156
1683530824.7622075,67776,52.529998779296875
1683530834.5659847,69744,54.77000045776367
1683530835.2800763,69888,54.880001068115234
1683530841.867455,71220,55.4900016784668
1683530843.4342642,71532,55.70000076293945
1683530845.0429618,71856,56.0099983215332
1683530848.0299735,72468,56.040000915527344
