Wall time,Step,Value
1683530530.300474,1416,17.57656478881836
1683530531.8463397,3264,17.944412231445312
1683530532.2951436,3780,18.805742263793945
1683530533.1149452,4764,19.15099334716797
1683530535.7289534,7860,20.781068801879883
1683530535.961332,8136,20.237083435058594
1683530536.3064077,8556,19.979328155517578
1683530536.4131236,8676,20.2142276763916
1683530536.912817,9252,20.72373390197754
1683530539.670751,10284,20.021329879760742
1683530540.576327,10464,19.495206832885742
1683530541.912753,10728,19.241437911987305
1683530550.5077627,12420,17.94490623474121
1683530555.7726808,13476,18.296470642089844
1683530556.6762636,13656,18.381866455078125
1683530557.1659546,13752,18.550567626953125
1683530559.0668693,14124,18.79164695739746
1683530563.017303,14892,21.818702697753906
1683530571.541503,16572,30.69827651977539
1683530579.2648442,18060,40.34352493286133
1683530589.3797896,20112,49.45298385620117
1683530593.7750337,21000,51.82565689086914
1683530594.5898547,21168,52.72633361816406
1683530603.369371,22944,58.237464904785156
1683530610.889257,24480,55.72012710571289
1683530622.4732754,26832,54.867164611816406
1683530627.5796149,27876,55.10260772705078
1683530637.8930295,29988,50.883758544921875
1683530641.195196,30660,50.651798248291016
1683530649.2456627,32292,51.120426177978516
1683530655.175801,33492,50.591514587402344
1683530657.8297026,34032,51.22841262817383
1683530669.2711096,36336,54.629638671875
1683530670.7112565,36624,55.493316650390625
1683530682.7799757,39048,53.25175476074219
1683530683.418269,39180,52.90336990356445
1683530690.297867,40560,54.059879302978516
1683530693.7316835,41244,53.88976287841797
1683530695.0491598,41508,53.99974060058594
1683530701.058086,42708,52.903690338134766
1683530709.9473093,44496,57.02456283569336
1683530719.108805,46344,64.84088897705078
1683530720.7554002,46680,65.6906967163086
1683530721.5163653,46836,65.88565063476562
1683530725.9704516,47736,68.27239990234375
1683530737.9035332,50148,68.13429260253906
1683530744.0660503,51384,67.4975357055664
1683530749.5583594,52476,67.3126220703125
1683530752.348897,53028,67.73381805419922
1683530763.8860362,55368,67.90632629394531
1683530769.572827,56532,66.8355712890625
1683530773.7785773,57396,66.42835998535156
1683530776.705747,57984,66.0355453491211
1683530781.2416146,58908,66.09684753417969
1683530784.984604,59664,66.08123016357422
1683530787.108921,60096,66.74058532714844
1683530806.047265,63960,66.48292541503906
1683530811.9813929,65172,65.60943603515625
1683530812.575803,65292,65.60874938964844
1683530817.6971047,66336,62.265140533447266
1683530821.5577784,67116,61.05793762207031
1683530823.3011153,67476,60.6630973815918
1683530824.7622075,67776,61.45237350463867
1683530834.5659847,69744,65.10270690917969
1683530835.2800763,69888,65.60740661621094
