Wall time,Step,Value
1683556529.1140783,1440,47.66666793823242
1683556531.151537,3876,46.76315689086914
1683556532.095218,5004,47.529998779296875
1683556534.368331,7812,46.36000061035156
1683556534.739306,8280,46.09000015258789
1683556535.1946275,8832,45.119998931884766
1683556539.4061916,10692,45.540000915527344
1683556553.0895932,13560,45.970001220703125
1683556555.4452908,14052,45.220001220703125
1683556574.514286,17940,49.0099983215332
1683556583.227979,19704,50.54999923706055
1683556587.5165083,20568,53.0
1683556614.5093093,26016,64.76000213623047
1683556628.7861233,28908,62.720001220703125
1683556645.6181004,32316,53.2599983215332
1683556648.601121,32916,52.58000183105469
1683556658.7788982,34956,53.599998474121094
1683556672.2847733,37668,58.22999954223633
1683556677.2335365,38664,58.849998474121094
1683556679.3658335,39096,58.33000183105469
1683556685.3338702,40308,57.970001220703125
1683556725.5672555,48468,51.72999954223633
1683556731.4116235,49644,53.06999969482422
1683556746.0484731,52560,52.20000076293945
1683556751.643508,53652,50.11000061035156
1683556756.424719,54588,48.22999954223633
1683556762.82161,55848,47.91999816894531
1683556768.9581952,57060,47.790000915527344
1683556786.8473458,60648,47.02000045776367
1683556801.7714276,63672,45.86000061035156
1683556803.887767,64104,46.220001220703125
1683556811.9073167,65712,48.36000061035156
1683556822.787217,67920,47.349998474121094
1683556831.3223863,69648,47.95000076293945
1683556839.4855516,71280,47.83000183105469
1683556856.5239778,74688,51.599998474121094
1683556860.5332541,75492,52.189998626708984
1683556921.5819635,87744,57.65999984741211
1683556922.5304267,87936,57.65999984741211
1683556940.8534176,91548,54.54999923706055
1683556944.2583098,92232,54.279998779296875
1683556947.1665308,92808,53.79999923706055
1683556962.474586,95844,52.22999954223633
1683556965.4895217,96444,51.880001068115234
1683556967.519094,96852,51.7599983215332
1683556978.0299795,98964,52.93000030517578
1683556995.6937323,102492,52.599998474121094
1683556997.2585466,102804,52.540000915527344
1683557021.1526368,107592,54.09000015258789
1683557040.956665,111588,58.38999938964844
1683557045.868527,112572,58.95000076293945
1683557072.8513541,117996,51.209999084472656
1683557084.0303383,120120,51.31999969482422
1683557089.8517683,121272,49.150001525878906
1683557096.0541775,122520,48.939998626708984
1683557098.0109432,122916,49.04999923706055
1683557113.5783043,126060,51.54999923706055
1683557132.7191072,129912,53.61000061035156
1683557135.783911,130524,54.5
1683557150.0038757,133392,57.709999084472656
1683557158.808325,135156,61.36000061035156
1683557159.7587829,135348,61.33000183105469
1683557161.9050422,135768,61.290000915527344
1683557164.7753649,136356,59.849998474121094
1683557167.0792038,136824,59.290000915527344
1683557182.1708362,139872,62.9900016784668
1683557193.2392306,142104,59.220001220703125
1683557206.2524238,144720,55.779998779296875
1683557212.0868177,145884,55.65999984741211
1683557241.7395678,151848,57.72999954223633
1683557246.9795527,152892,58.029998779296875
1683557250.3585145,153564,57.869998931884766
1683557252.3731267,153972,57.91999816894531
1683557260.6769154,155628,57.880001068115234
1683557270.8686552,157656,56.86000061035156
1683557275.423472,158568,57.29999923706055
1683557279.2352762,159336,57.29999923706055
1683557286.3163373,160728,57.439998626708984
1683557290.1431005,161496,57.36000061035156
1683557301.1406844,163692,58.38999938964844
1683557306.1213634,164688,59.95000076293945
1683557309.1652217,165300,60.630001068115234
1683557312.469384,165960,61.7400016784668
1683557320.4141326,167544,62.310001373291016
1683557326.7003198,168792,63.77000045776367
1683557329.9855318,169452,63.619998931884766
1683557335.3043048,170520,64.27999877929688
1683557339.0712302,171276,64.41000366210938
1683557345.390327,172548,65.48999786376953
1683557350.9045794,173628,67.2300033569336
1683557358.1272588,175068,67.56999969482422
1683557359.4656796,175332,66.8499984741211
1683557388.392308,181116,60.9900016784668
1683557393.198452,182076,62.630001068115234
1683557431.7633011,189792,57.470001220703125
1683557439.5175602,191352,57.34000015258789
1683557446.9647076,192852,57.90999984741211
1683557464.210512,196320,59.4900016784668
1683557469.5093396,197376,60.470001220703125
1683557479.0897138,199284,62.939998626708984
1683557481.1751354,199692,63.02000045776367
1683557489.550733,201372,63.790000915527344
1683557490.893143,201636,63.880001068115234
1683557509.437542,205344,63.2599983215332
1683557510.508675,205560,63.279998779296875
1683557523.5079055,208152,63.599998474121094
1683557527.1990328,208884,64.30999755859375
1683557538.6334484,211152,65.05000305175781
1683557544.026025,212232,63.68000030517578
1683557548.4950712,213108,62.849998474121094
1683557559.1116757,215220,60.31999969482422
1683557559.4158602,215280,60.369998931884766
1683557567.8652608,216960,60.41999816894531
1683557570.703668,217524,60.86000061035156
1683557576.8362646,218748,63.15999984741211
1683557603.3832583,224016,73.63999938964844
1683557607.8154035,224892,73.19000244140625
1683557618.5696385,227028,67.91000366210938
1683557657.731889,234804,64.29000091552734
1683557676.4787464,238500,67.16999816894531
1683557686.2915144,240264,68.41000366210938
1683557690.3815742,241068,68.77999877929688
1683557692.2874775,241440,69.25
1683557698.8878229,242748,68.94999694824219
