Wall time,Step,Value
1683892943.2135818,1102120,0.3000006079673767
1683894039.9104555,1201250,0.3000006079673767
1683895193.8555048,1301510,0.3000035285949707
1683896323.581632,1402990,0.22125343978405
1683897371.3719268,1502790,0.22125343978405
1683898398.0601268,1602510,0.22125275433063507
1683899408.0968876,1702530,0.23103077709674835
1683900432.2061648,1800630,0.23103077709674835
1683901436.4006813,1902480,0.23103077709674835
1683902462.2045124,2002480,0.23103077709674835
1683903461.0935895,2102520,0.23103077709674835
