Wall time,Step,Value
1683892943.2135818,1102120,0.29440194368362427
1683894039.9104555,1201250,0.29440194368362427
1683895193.8555048,1301510,0.29440799355506897
1683896323.581632,1402990,0.23920795321464539
1683897371.3719268,1502790,0.23920795321464539
1683898398.0601268,1602510,0.23920761048793793
1683899408.0958905,1702530,0.2214294821023941
1683900432.2061648,1800630,0.2214294821023941
1683901436.4006813,1902480,0.2214294821023941
1683902462.2045124,2002480,0.2214294821023941
1683903461.0935895,2102520,0.2214294821023941
