Wall time,Step,Value
1683879169.029661,1102680,0.2244887501001358
1683880266.1857703,1202600,0.2244887501001358
1683881345.9892192,1302650,0.1910714954137802
1683882410.988388,1401910,0.18911002576351166
1683883472.4573722,1502590,0.18911002576351166
1683884516.456892,1601630,0.13813737034797668
1683885489.1745012,1700990,0.2051837295293808
1683886509.7561991,1802510,0.19656112790107727
1683887533.4827185,1902430,0.20651084184646606
1683888569.4152777,2001700,0.229399636387825
1683889580.6355793,2101350,0.2012796252965927
